canonicalPostId,canonicalUrl,creatorId,creator,creatorProfileUrl,cohort,sizeCell,followerCount,publishedAt,publicInteractions,radarPanel,decisionPanel,strictPanel,automatedFeatureVersion,hook,job,proof,artifact,contentClass,problemFamily,cta,nativeFormat,usesNumber,usesQuestion,operationalInputs,operationalSteps,operationalOutput,operationalValidation,ddNews,ddPromotion,ddPersonalAuthority,ddCommentGate,ddEvergreen,captionChars,captionWords,lineCount,paragraphCount,bulletLineCount,questionCount,firstLineChars,firstLineHasQuestion,firstLineHasNumber,urlPresent,numericExpressionPresent,sourceTermPresent,artifactTermPresent,endingQuestion,creatorMedianInteractions,responseRatio,logResponseLift,creatorPercentile,heuristicSignalFlag,strongestPanel
LI-7479572226766389249,https://www.linkedin.com/posts/suebayes_the-integration-of-ai-sourced-data-into-power-activity-7479572226766389249-6Pce,IMP-E1,Sue Bayes,https://www.linkedin.com/in/suebayes,implementation_adjacent,growing_5k_20k,7260,2026-07-05T16:29:42.593Z,16,true,false,false,aofa-2026-07-28-v1,H9,J1,P0,AR1,K8,PB7,C0,F6_link_article,false,false,false,false,false,false,false,false,false,false,true,438,63,5,1,0,0,135,false,false,false,false,false,true,false,17,0.9444444444444444,-0.05715841383994835,0.4230769230769231,false,radar
LI-7450517116891619328,https://www.linkedin.com/posts/sean-conerly-49063054_ai-replacing-your-sales-team-is-the-wrong-activity-7450517116891619328-wLv8,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-04-16T12:15:04.581Z,1,true,true,true,aofa-2026-07-28-v1,H3,J1,P4,AR0,K3,PB6,C0,F2_static_image,true,false,false,false,true,false,false,false,false,false,true,1129,186,13,7,2,0,86,false,false,false,true,false,false,false,1,1,0,0.4,false,strict
LI-7467180779857416192,https://www.linkedin.com/posts/sean-conerly-49063054_nxtapexclaudecoworklinkedincarousel-activity-7467180779857416192-jf0h,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-01T11:50:31.428Z,0,true,true,true,aofa-2026-07-28-v1,H2,J1,P0,AR0,K3,PB6,C7,F4_document,false,false,false,false,false,false,false,false,false,false,true,306,50,7,4,0,0,66,false,false,false,false,false,false,false,1,0.5,-0.6931471805599453,0.12,false,strict
LI-7467577059809345536,https://www.linkedin.com/posts/sean-conerly-49063054_stop-learning-ai-start-using-it-avoid-activity-7467577059809345536-oVF2,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-02T14:05:11.931Z,3,true,true,true,aofa-2026-07-28-v1,H3,J3,P0,AR3,K3,PB6,C6,F2_static_image,true,true,false,false,false,false,false,false,false,false,true,690,117,15,7,0,1,33,false,false,false,true,false,true,false,1,2,0.6931471805599453,0.86,true,strict
LI-7467791493144064000,https://www.linkedin.com/posts/sean-conerly-49063054_github-seanconerly88agentic-commerce-bridge-activity-7467791493144064000-EV5A,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-03T04:17:16.822Z,3,true,true,true,aofa-2026-07-28-v1,H6,J8,P1,AR5,K4,PB6,C0,F6_link_article,true,false,false,false,false,false,false,false,true,false,true,770,128,17,8,0,0,61,false,true,true,true,false,false,false,1,2,0.6931471805599453,0.86,true,strict
LI-7467939388312686593,https://www.linkedin.com/posts/sean-conerly-49063054_stop-wasting-time-activity-7467939388312686593-SimU,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-03T14:04:57.778Z,4,true,true,true,aofa-2026-07-28-v1,H9,J3,P0,AR0,K3,PB12,C0,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,18,3,1,1,0,0,18,false,false,false,false,false,false,false,1,2.5,0.916290731874155,0.96,true,strict
LI-7468289223264026625,https://www.linkedin.com/posts/sean-conerly-49063054_i-wish-i-knew-this-sooner-websites-have-activity-7468289223264026625-Z01U,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-04T13:15:04.930Z,2,true,true,true,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB12,C0,F5_video,false,false,false,false,false,false,false,false,false,false,true,59,11,2,1,0,0,26,false,false,false,false,false,false,false,1,1.5,0.4054651081081643,0.68,false,strict
LI-7470475519139119106,https://www.linkedin.com/posts/sean-conerly-49063054_the-blank-page-problem-is-an-ai-problem-activity-7470475519139119106-AWF8,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-10T14:02:38.486Z,3,true,true,true,aofa-2026-07-28-v1,H2,J3,P4,AR0,K3,PB6,C0,F1_text_only,true,false,true,false,true,false,false,false,false,false,true,706,128,13,5,0,0,56,false,false,false,true,false,false,false,1,2,0.6931471805599453,0.86,true,strict
LI-7471199965839663104,https://www.linkedin.com/posts/sean-conerly-49063054_your-ai-is-only-as-smart-as-your-instructions-activity-7471199965839663104-PtIN,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-12T14:01:20.039Z,1,true,true,true,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB6,C0,F1_text_only,false,false,false,false,false,false,false,false,false,false,true,46,9,1,1,0,0,46,false,false,false,false,false,false,false,1,1,0,0.4,false,strict
LI-7472288023561261056,https://www.linkedin.com/posts/sean-conerly-49063054_getting-bad-outputs-from-ai-its-not-the-activity-7472288023561261056-3R7Q,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-15T14:04:53.215Z,1,true,true,true,aofa-2026-07-28-v1,H9,J3,P3,AR5,K3,PB6,C6,F1_text_only,true,true,false,false,true,false,false,false,false,false,true,606,106,14,4,0,4,61,true,false,false,true,false,false,false,1,1,0,0.4,false,strict
LI-7473012456341008384,https://www.linkedin.com/posts/sean-conerly-49063054_the-bottleneck-isnt-ai-its-the-quality-activity-7473012456341008384-73gu,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-17T14:03:31.449Z,1,true,true,true,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB8,C0,F1_text_only,false,false,false,false,false,false,false,false,false,false,true,62,10,1,1,0,0,62,false,false,false,false,false,false,false,1,1,0,0.4,false,strict
LI-7473737049737674752,https://www.linkedin.com/posts/sean-conerly-49063054_someone-using-ai-well-is-outpacing-you-right-activity-7473737049737674752-Nu5-,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-19T14:02:47.977Z,2,true,true,true,aofa-2026-07-28-v1,H4,J4,P0,AR3,K1,PB6,C7,F1_text_only,true,false,false,false,false,false,false,false,false,false,true,591,105,14,4,0,0,78,false,false,false,true,false,true,false,1,1.5,0.4054651081081643,0.68,false,strict
LI-7474826640489934848,https://www.linkedin.com/posts/sean-conerly-49063054_one-prompt-change-that-makes-every-ai-output-activity-7474826640489934848-EOVS,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-22T14:12:26.656Z,2,true,true,true,aofa-2026-07-28-v1,H1,J3,P3,AR3,K2,PB6,C6,F1_text_only,true,true,false,false,true,false,false,false,false,false,true,595,105,12,4,0,1,61,false,true,false,true,false,true,false,1,1.5,0.4054651081081643,0.68,false,strict
LI-7475549331421323264,https://www.linkedin.com/posts/sean-conerly-49063054_the-ai-isnt-the-problem-your-instructions-activity-7475549331421323264-r0Uw,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-24T14:04:09.601Z,0,true,true,true,aofa-2026-07-28-v1,H2,J1,P0,AR0,K3,PB6,C0,F1_text_only,false,false,false,false,false,false,false,false,false,false,true,50,8,1,1,0,0,50,false,false,false,false,false,false,false,1,0.5,-0.6931471805599453,0.12,false,strict
LI-7476274197246410753,https://www.linkedin.com/posts/sean-conerly-49063054_your-claude-outputs-are-generic-because-you-activity-7476274197246410753-Euvs,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-26T14:04:31.081Z,4,true,true,true,aofa-2026-07-28-v1,H9,J3,P3,AR3,K3,PB6,C6,F1_text_only,true,true,false,false,true,false,true,false,false,false,false,902,143,19,5,0,3,66,false,false,false,true,false,true,false,1,2.5,0.916290731874155,0.96,true,strict
LI-7477361095007956992,https://www.linkedin.com/posts/sean-conerly-49063054_re-explaining-yourself-to-claude-every-single-activity-7477361095007956992-2RD2,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-06-29T14:03:27.701Z,2,true,true,true,aofa-2026-07-28-v1,H2,J3,P0,AR3,K1,PB6,C7,F1_text_only,true,true,false,true,true,false,false,false,false,false,true,771,123,14,5,3,1,65,true,false,false,true,false,true,false,1,1.5,0.4054651081081643,0.68,false,strict
LI-7478086201090920448,https://www.linkedin.com/posts/sean-conerly-49063054_using-one-ai-tool-for-everything-is-why-your-activity-7478086201090920448-Duij,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-01T14:04:46.463Z,1,true,true,true,aofa-2026-07-28-v1,H9,J1,P2,AR5,K3,PB6,C7,F1_text_only,false,false,false,false,true,false,false,false,false,false,true,727,114,16,7,0,0,70,false,false,false,false,true,false,false,1,1,0,0.4,false,strict
LI-7478810356526764044,https://www.linkedin.com/posts/sean-conerly-49063054_your-day-doesnt-have-to-start-with-you-figuring-activity-7478810356526764044-L0tJ,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-03T14:02:18.573Z,0,true,true,true,aofa-2026-07-28-v1,H3,J3,P0,AR0,K3,PB6,C6,F1_text_only,true,true,true,false,false,true,true,false,false,false,false,844,150,15,5,3,2,87,false,false,false,true,false,false,false,1,0.5,-0.6931471805599453,0.12,false,strict
LI-7479897645210161153,https://www.linkedin.com/posts/sean-conerly-49063054_a-bad-prompt-gets-you-a-bad-answer-every-activity-7479897645210161153-e4Qe,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-06T14:02:48.396Z,0,true,true,true,aofa-2026-07-28-v1,H2,J1,P0,AR3,K3,PB6,C0,F1_text_only,false,false,false,false,false,false,false,false,false,false,true,75,15,1,1,0,0,75,false,false,false,false,false,true,false,1,0.5,-0.6931471805599453,0.12,false,strict
LI-7480622205102370816,https://www.linkedin.com/posts/sean-conerly-49063054_stop-building-prompts-from-scratch-save-activity-7480622205102370816-Ckg0,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-08T14:01:56.936Z,1,true,true,true,aofa-2026-07-28-v1,H9,J3,P4,AR3,K2,PB6,C3,F1_text_only,true,false,false,false,true,false,false,false,false,false,true,953,159,20,7,0,0,67,false,true,false,true,false,true,false,1,1,0,0.4,false,strict
LI-7481032036258893824,https://www.linkedin.com/posts/sean-conerly-49063054_what-a-time-to-be-alive-activity-7481032036258893824-aT8g,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-09T17:10:28.298Z,1,true,true,true,aofa-2026-07-28-v1,H8,J1,P0,AR0,K3,PB12,C0,F1_text_only,false,false,false,false,false,false,false,false,false,false,true,24,6,1,1,0,0,24,false,false,false,false,false,false,false,1,1,0,0.4,false,strict
LI-7481070929197072384,https://www.linkedin.com/posts/sean-conerly-49063054_a-question-ive-become-obsessed-with-lately-activity-7481070929197072384-P0s4,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-09T19:45:01.097Z,2,true,true,true,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB6,C6,F1_text_only,false,true,false,false,false,false,false,false,false,false,true,556,96,12,6,0,2,44,false,false,false,false,false,false,true,1,1.5,0.4054651081081643,0.68,false,strict
LI-7481289872285003776,https://www.linkedin.com/posts/sean-conerly-49063054_how-claude-responds-to-me-sometimes-activity-7481289872285003776-bliW,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-10T10:15:01.197Z,1,true,true,true,aofa-2026-07-28-v1,H8,J1,P0,AR0,K3,PB6,C0,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,38,6,1,1,0,0,38,false,false,false,false,false,false,false,1,1,0,0.4,false,strict
LI-7481323847556943872,https://www.linkedin.com/posts/sean-conerly-49063054_hey-claude-that-sucked-try-again-claude-activity-7481323847556943872-cuf_,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-10T12:30:01.533Z,0,true,true,true,aofa-2026-07-28-v1,H9,J1,P2,AR4,K5,PB6,C0,F2_static_image,true,false,false,false,true,false,false,false,false,false,true,697,121,23,11,0,0,37,false,false,true,true,true,false,false,1,0.5,-0.6931471805599453,0.12,false,strict
LI-7481347142737899521,https://www.linkedin.com/posts/sean-conerly-49063054_dont-use-ai-to-do-more-use-ai-to-decide-activity-7481347142737899521-plqy,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-10T14:02:35.537Z,0,true,true,true,aofa-2026-07-28-v1,H9,J2,P0,AR0,K3,PB6,C0,F1_text_only,false,false,false,false,false,false,false,false,false,false,true,49,11,1,1,0,0,49,false,false,false,false,false,false,false,1,0.5,-0.6931471805599453,0.12,false,strict
LI-7482434193810010113,https://www.linkedin.com/posts/sean-conerly-49063054_youve-been-learning-ai-for-months-and-activity-7482434193810010113-qII-,IMP-E2,Sean Conerly,https://www.linkedin.com/in/sean-conerly-49063054,implementation_adjacent,near_500_5k,2211,2026-07-13T14:02:08.709Z,2,true,true,true,aofa-2026-07-28-v1,H9,J3,P0,AR0,K3,PB6,C6,F1_text_only,true,true,false,false,false,false,false,false,false,false,true,668,120,14,4,0,1,85,false,false,false,true,false,false,false,1,1.5,0.4054651081081643,0.68,false,strict
LI-7429913325548777472,https://www.linkedin.com/posts/elisabethswan_who-decides-i-got-increasingly-irritated-activity-7429913325548777472-BRMO,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-02-18T15:42:57.925Z,20,true,true,true,aofa-2026-07-28-v1,H2,J4,P6,AR0,K1,PB9,C2,F2_static_image,true,true,false,true,false,false,false,false,false,false,true,2868,465,35,15,7,4,254,true,false,true,true,false,false,false,56,0.3684210526315789,-0.9985288301111273,0.16666666666666666,false,strict
LI-7430262925153591296,https://www.linkedin.com/posts/elisabethswan_how-critical-is-remembering-names-i-remember-activity-7430262925153591296-Q4jZ,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-02-19T14:52:08.966Z,36,true,true,true,aofa-2026-07-28-v1,H9,J4,P4,AR0,K1,PB9,C2,F2_static_image,true,true,false,false,false,false,false,false,false,false,true,2892,480,28,14,0,5,328,true,false,true,true,false,false,false,56,0.6491228070175439,-0.4321333551903259,0.375,false,strict
LI-7434675583370047488,https://www.linkedin.com/posts/elisabethswan_episode-121-has-dropped-and-todays-activity-7434675583370047488-m6ux,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-03T19:06:28.668Z,17,true,true,true,aofa-2026-07-28-v1,H7,J7,P4,AR1,K3,PB8,C0,F5_video,true,false,false,false,false,true,true,false,false,false,false,1407,218,18,9,0,0,358,false,true,true,true,false,false,false,56,0.3157894736842105,-1.1526795099383857,0.0625,false,strict
LI-7434991766153465856,https://www.linkedin.com/posts/elisabethswan_theres-more-in-this-months-podcast-activity-7434991766153465856-mkm_,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-04T16:02:52.518Z,30,true,true,true,aofa-2026-07-28-v1,H9,J1,P0,AR0,K7,PB12,C6,F5_video,false,true,false,false,false,true,false,false,false,false,true,850,136,16,8,0,1,202,false,false,true,false,false,false,false,56,0.543859649122807,-0.609064063349404,0.2708333333333333,false,strict
LI-7435354064894267393,https://www.linkedin.com/posts/elisabethswan_big-news-i-just-signed-with-the-wonderful-activity-7435354064894267393-DJ3w,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-05T16:02:31.269Z,311,true,true,true,aofa-2026-07-28-v1,H9,J5,P3,AR0,K6,PB9,C0,F2_static_image,false,false,true,false,false,false,false,false,false,false,true,1266,206,16,8,0,0,84,false,false,false,false,false,false,false,56,5.473684210526316,1.6999519199749322,0.9791666666666666,true,strict
LI-7437133402375475200,https://www.linkedin.com/posts/elisabethswan_i-got-to-see-the-river-otter-peek-his-head-activity-7437133402375475200-JHG_,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-10T13:52:58.383Z,64,true,true,true,aofa-2026-07-28-v1,H9,J8,P2,AR5,K4,PB4,C6,F2_static_image,true,true,false,false,true,false,false,false,false,false,true,2239,392,20,10,0,2,152,true,false,false,true,true,false,true,56,1.1403508771929824,0.13133600206108653,0.5625,false,strict
LI-7437509585701269505,https://www.linkedin.com/posts/elisabethswan_metrics-are-tricky-because-for-good-or-activity-7437509585701269505-I0Uz,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-11T14:47:47.477Z,13,true,true,true,aofa-2026-07-28-v1,H3,J4,P0,AR0,K1,PB9,C6,F2_static_image,true,true,false,false,false,false,false,false,false,false,true,2910,478,17,9,0,4,226,true,false,false,true,false,false,true,56,0.24561403508771928,-1.4039939382192914,0.020833333333333332,false,strict
LI-7437880680815980545,https://www.linkedin.com/posts/elisabethswan_im-honored-to-be-delivering-a-keynote-at-activity-7437880680815980545-urv-,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-12T15:22:23.447Z,113,true,true,true,aofa-2026-07-28-v1,H9,J3,P0,AR0,K3,PB12,C0,F2_static_image,true,false,false,true,false,false,false,false,false,false,true,1538,199,23,11,0,0,188,false,true,true,true,false,false,false,56,2,0.6931471805599454,0.8541666666666666,true,strict
LI-7441198414467411968,https://www.linkedin.com/posts/elisabethswan_im-spending-the-day-with-a-bunch-of-writers-activity-7441198414467411968-tMB6,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-21T19:05:52.790Z,89,true,true,true,aofa-2026-07-28-v1,H7,J7,P0,AR0,K3,PB12,C0,F2_static_image,true,false,false,false,false,false,true,false,false,false,false,443,77,6,3,0,0,215,false,true,false,true,false,false,false,56,1.5789473684210527,0.45675840249571475,0.6875,false,strict
LI-7442579206129197056,https://www.linkedin.com/posts/elisabethswan_have-you-ever-considered-your-own-useful-activity-7442579206129197056-3qcK,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-03-25T14:32:39.176Z,44,true,true,true,aofa-2026-07-28-v1,H4,J3,P2,AR0,K4,PB2,C6,F2_static_image,true,true,false,false,false,false,false,false,false,false,true,1981,318,34,14,0,6,96,true,false,false,true,true,true,true,56,0.7894736842105263,-0.23638877806423064,0.4375,false,strict
LI-7447673983933665281,https://www.linkedin.com/posts/elisabethswan_episode-122-has-dropped-todays-highlight-activity-7447673983933665281-AgbU,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-04-08T15:57:28.861Z,20,true,true,true,aofa-2026-07-28-v1,H7,J5,P6,AR4,K6,PB9,C0,F5_video,true,false,false,false,false,true,true,false,false,false,false,990,151,16,6,0,0,24,false,true,true,true,false,false,false,56,0.3684210526315789,-0.9985288301111273,0.16666666666666666,false,strict
LI-7448018156943585283,https://www.linkedin.com/posts/elisabethswan_do-you-have-a-tech-whisperer-in-your-organization-activity-7448018156943585283-lEME,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-04-09T14:45:06.101Z,18,true,true,true,aofa-2026-07-28-v1,H4,J4,P0,AR1,K4,PB3,C0,F5_video,true,true,true,false,false,true,false,false,false,false,true,1333,220,24,8,5,3,267,true,false,true,true,true,false,false,56,0.3333333333333333,-1.09861228866811,0.10416666666666667,false,strict
LI-7448380529923690496,https://www.linkedin.com/posts/elisabethswan_gumby-watch-this-clip-for-an-ingeniously-activity-7448380529923690496-_UjV,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-04-10T14:45:02.552Z,22,true,true,true,aofa-2026-07-28-v1,H4,J1,P2,AR0,K7,PB8,C6,F5_video,true,true,false,false,false,true,false,false,false,false,true,1354,218,31,10,10,6,161,true,false,true,true,false,false,false,56,0.40350877192982454,-0.9075570519054006,0.22916666666666666,false,strict
LI-7453523232638283776,https://www.linkedin.com/posts/elisabethswan_phenomenal-week-at-the-apqc-connect-2026-activity-7453523232638283776-5CWl,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-04-24T19:20:18.426Z,149,true,true,true,aofa-2026-07-28-v1,H9,J4,P0,AR0,K7,PB6,C7,F3_multi_image,true,false,false,true,true,false,false,false,false,false,true,1660,219,17,9,0,0,52,false,true,false,true,false,false,false,56,2.6315789473684212,0.9675840262617053,0.8958333333333334,true,strict
LI-7454909268232941568,https://www.linkedin.com/posts/elisabethswan_im-excited-to-share-that-ill-be-delivering-activity-7454909268232941568-feVx,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-04-28T15:07:55.063Z,164,true,true,true,aofa-2026-07-28-v1,H9,J4,P0,AR0,K3,PB8,C0,F2_static_image,true,false,false,true,false,false,false,false,false,false,true,1600,234,26,13,0,0,98,false,false,true,true,false,false,false,56,2.8947368421052633,1.06289420606603,0.9375,true,strict
LI-7455664037989711873,https://www.linkedin.com/posts/elisabethswan_weve-got-back-to-back-celebrations-next-activity-7455664037989711873-jYg0,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-04-30T17:07:06.196Z,36,true,true,true,aofa-2026-07-28-v1,H9,J3,P0,AR0,K4,PB8,C2,F2_static_image,true,true,false,false,false,false,false,true,false,false,false,1464,198,42,15,3,1,49,false,false,true,true,false,false,false,56,0.6491228070175439,-0.4321333551903259,0.375,false,strict
LI-7456091015561572352,https://www.linkedin.com/posts/elisabethswan_hats-off-to-the-cohort-73-green-belts-activity-7456091015561572352-1gsT,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-05-01T21:23:45.582Z,79,true,true,true,aofa-2026-07-28-v1,H7,J5,P4,AR0,K6,PB9,C0,F2_static_image,true,false,false,false,false,false,true,false,false,false,false,2792,400,30,15,0,0,67,false,true,false,true,false,false,false,56,1.4035087719298245,0.33897536683933094,0.6458333333333334,false,strict
LI-7457431291592953856,https://www.linkedin.com/posts/elisabethswan_look-how-far-weve-come-this-is-mark-graban-activity-7457431291592953856-86PY,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-05-05T14:09:32.289Z,55,true,true,true,aofa-2026-07-28-v1,H9,J1,P4,AR0,K8,PB12,C2,F2_static_image,true,false,false,false,false,false,false,true,false,false,false,720,119,12,5,0,0,24,false,false,true,true,false,false,false,56,0.9824561403508771,-0.01769957709940062,0.4791666666666667,false,strict
LI-7468366772329459712,https://www.linkedin.com/posts/elisabethswan_ijust-had-one-of-the-most-rewarding-experiences-activity-7468366772329459712-JHiB,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-06-04T18:23:14.068Z,65,true,true,true,aofa-2026-07-28-v1,H9,J4,P4,AR0,K4,PB9,C0,F2_static_image,false,false,false,false,false,false,false,false,true,false,true,2238,334,25,12,5,0,72,false,false,false,false,false,false,false,56,1.1578947368421053,0.14660347419187492,0.6041666666666666,false,strict
LI-7470123462229962752,https://www.linkedin.com/posts/elisabethswan_hats-off-to-the-cohort-75-green-belts-activity-7470123462229962752-CGYT,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-06-09T14:43:41.578Z,57,true,true,true,aofa-2026-07-28-v1,H4,J5,P4,AR0,K1,PB9,C0,F2_static_image,true,false,false,true,false,false,false,false,false,false,true,2589,360,30,15,0,0,67,false,true,false,true,false,false,false,56,1.0175438596491229,0.01739174271186883,0.5208333333333334,false,strict
LI-7472681968661442560,https://www.linkedin.com/posts/elisabethswan_most-of-us-in-lean-know-how-to-improve-a-activity-7472681968661442560-Z1-X,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-06-16T16:10:17.046Z,106,true,true,true,aofa-2026-07-28-v1,H4,J4,P0,AR4,K1,PB8,C2,F2_static_image,true,true,false,true,true,false,false,true,false,false,false,1909,260,29,14,0,2,49,false,false,true,true,false,false,false,56,1.8771929824561404,0.6297775666273555,0.8125,true,strict
LI-7475234343796334593,https://www.linkedin.com/posts/elisabethswan_book-research-question-for-you-have-you-activity-7475234343796334593-VAUT,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-06-23T17:12:30.699Z,31,true,true,true,aofa-2026-07-28-v1,H3,J5,P2,AR4,K2,PB9,C6,F2_static_image,false,true,false,false,true,false,false,false,false,false,true,1290,212,21,9,4,5,31,false,false,false,false,true,true,false,56,0.5614035087719298,-0.5773153650348237,0.3125,false,strict
LI-7476360351970775040,https://www.linkedin.com/posts/elisabethswan_hats-off-to-cohort-77-green-belts-of-activity-7476360351970775040-GYqw,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-06-26T19:46:51.968Z,98,true,true,true,aofa-2026-07-28-v1,H4,J8,P4,AR0,K7,PB11,C0,F2_static_image,true,false,false,true,false,false,false,false,false,false,true,2913,417,31,16,0,0,284,false,true,false,true,false,true,false,56,1.736842105263158,0.5520685823000395,0.75,true,strict
LI-7482833933584322560,https://www.linkedin.com/posts/elisabethswan_hats-off-to-cohort-78-green-belts-of-activity-7482833933584322560-3s8w,IMP-E4,Elisabeth Swan,https://www.linkedin.com/in/elisabethswan,implementation_adjacent,near_500_5k,4645,2026-07-14T16:30:34.098Z,98,true,true,true,aofa-2026-07-28-v1,H4,J1,P3,AR5,K1,PB11,C0,F2_static_image,true,false,false,true,true,false,false,false,false,false,true,2997,408,36,18,0,0,283,false,true,false,true,false,false,false,56,1.736842105263158,0.5520685823000395,0.75,true,strict
