provenance_id,record_id,source_type,source_reference,collected_at,access_method,read_only,observation_scope,limitations,confidence
PV-00635,LI-7430215846729388032,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00636,LI-7431712787799891968,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00637,LI-7432440065601052673,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00638,LI-7434249367353466880,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00639,LI-7436765573411319810,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00640,LI-7439330173113536513,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00641,LI-7441834863302889472,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00642,LI-7444383140191711232,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00643,LI-7445488569927880704,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00644,LI-7446925077151010816,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00645,LI-7449447351011655681,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00646,LI-7451995833446780928,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00647,LI-7454529335178338304,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00648,LI-7457074050478305280,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00649,LI-7457481933715877888,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00650,LI-7458152053282975745,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00651,LI-7459594290911014912,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00652,LI-7460332803797450753,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00653,LI-7462127329440600064,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00654,LI-7465034323709186048,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00655,LI-7467206999731027968,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00656,LI-7469747266526973952,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00657,LI-7472279293490868225,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00658,LI-7474814547917209600,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00659,LI-7477360939269337088,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00660,LI-7479904512678273026,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00661,LI-7482431182173876224,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00662,LI-7442946779047817216,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00663,LI-7445098759081992192,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00664,LI-7447271675601178624,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00665,LI-7450100625469710336,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00666,LI-7452340465237934081,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00667,LI-7452616294018801664,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00668,LI-7453080355777024000,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00669,LI-7454550178151264256,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00670,LI-7454866560676130816,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00671,LI-7457004938603184129,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00672,LI-7457756241235443712,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00673,LI-7460407271378829312,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00674,LI-7460997409502912512,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00675,LI-7462105964272480256,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00676,LI-7463539968095756288,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00677,LI-7464707927912869890,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00678,LI-7465471685111001089,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00679,LI-7467356814473580544,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00680,LI-7471113166979252224,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00681,LI-7472607684773597184,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00682,LI-7472992709662781440,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00683,LI-7475168374843555840,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00684,LI-7475537064621473792,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
PV-00685,LI-7475879294511026179,repository_stage0_current_market,/Users/tigershetty/.codex/worktrees/c0be/Codex-Linkedin-V3/infographic-setup/references/outputs/019f9f5f-70b9-7a02-905c-01042213e908/linkedin-v4-full-study-2026-07-28/04-analysis/current-market-posts.csv,2026-07-28T00:00:00Z,version-controlled repository evidence,true,"Public interactions, creator-relative response ratio, native format, and automated observable-feature codes.",Public interactions are not reach. Creator histories have strict/decision/radar and censoring states. Meaning-heavy automated labels are exploratory only.,medium for identifiers/interactions; low-to-medium for automated tags
